1,{'tyres': ['Metal', 'Roller', 'Cushion', 'Crimson Slim'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Waddle Wing', 'Super Glider', 'Flower Glider', 'Parafoil'], 'vehicles': ['Standard Bike', 'Mach 8', 'Gold Standard', 'Jet Bike'], 'players': ['Oliver', 'Computer', 'Computer', 'Computer'], 'characters': ['Baby Luigi', 'Luigi', 'Roy', 'Larry'], 'handicaps before this game': [0.0, 0.0, 0.0, 0.0], 'team selection': 'random'}
881,{'tyres': ['Gold Tyres', 'Azure Roller', 'Normal Tyres', 'Slim'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Gold Glider', 'Cloud Glider', 'Paper Glider', 'Parachute'], 'vehicles': ['Varmint', 'Flame Rider', 'Jet Bike', 'Master Cycle'], 'players': ['Ian', 'Andy', 'Colin', 'Computer'], 'characters': ['Tanooki Mario', 'Baby Rosalina', 'Cat Peach', 'Morton'], 'handicaps before this game': [9.75, 9.5, -0.25, 0.0], 'team selection': 'random'}
882,{'tyres': ['Wooden', 'Metal', 'Offroad', 'Sponge'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Flower Glider', 'Gold Glider', 'Bowser Kite', 'Peach Parasol'], 'vehicles': ['Teddy Buggy', 'Pipe Frame', 'Steel Driver', 'Standard Bike'], 'players': ['Andy', 'Rob', 'Ian', 'Computer'], 'characters': ['Villager (male)', 'Bowser', 'Morton', 'Link'], 'handicaps before this game': [9.5, 7.75, 9.75, 0.0], 'team selection': 'random'}
883,{'tyres': ['Button', 'Button', 'Roller', 'Slick'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Plane Glider', 'Gold Glider', 'Super Glider', 'MKTV Parafoil'], 'vehicles': ['Circuit Special', 'Buggybud', 'Mercedes W 25 Silver Arrow', 'Standard Quad'], 'players': ['Andy', 'Uma', 'Ian', 'Gordon'], 'characters': ['Lemmy', 'Bowser', 'Donkey Kong', 'Rosalina'], 'handicaps before this game': [9.5, 10.0, 10.25, 0.0], 'team selection': 'random'}
884,{'tyres': ['Normal Tyres', 'Retro Off-road', 'Wooden', 'Slim'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Gold Glider', 'Parafoil', 'Plane Glider', 'Gold Glider'], 'vehicles': ['The Duke', 'Circuit Special', 'Cat Cruiser', 'Jet Bike'], 'players': ['Thomas', 'Ian', 'Andy', 'Computer'], 'characters': ['Tanooki Mario', 'Rosalina', 'Pink Gold Peach', 'Link'], 'handicaps before this game': [5.25, 10.5, 9.25, 0.0], 'team selection': 'random'}
885,{'tyres': ['Sponge', 'Roller', 'Crimson Slim', 'Sponge'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Super Glider', 'Parachute', 'Bowser Kite', 'Super Glider'], 'vehicles': ['Blue Falcon', 'Varmint', 'Comet', 'Steel Driver'], 'players': ['Ian', 'Rob', 'Oliver', 'Andy'], 'characters': ['Link', 'Larry', 'Morton', 'Iggy'], 'handicaps before this game': [10.5, 8.5, 9.5, 9.75], 'team selection': 'random'}
886,{'tyres': ['Normal Blue', 'Normal Tyres', 'Normal Blue', 'Leaf Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Cloud Glider', 'Plane Glider', 'MKTV Parafoil', 'Waddle Wing'], 'vehicles': ['The Duke', 'B Dasher', 'Steel Driver', 'Cat Cruiser'], 'players': ['Rob', 'Thomas', 'Ian', 'Uma'], 'characters': ['Metal Mario', 'Dry Bowser', 'Bowser', 'Luigi'], 'handicaps before this game': [8.5, 5.75, 10.5, 10.5], 'team selection': 'random'}
887,{'tyres': ['Monster', 'Offroad', 'Metal', 'GLA Tyres'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Peach Parasol', 'Peach Parasol', 'Parafoil', 'Gold Glider'], 'vehicles': ['Wild Wiggler', 'Mercedes W 25 Silver Arrow', 'Pipe Frame', 'The Duke'], 'players': ['Eirik', 'Johan', 'Guy', 'Ben'], 'characters': ['Wendy', 'Baby Luigi', 'Donkey Kong', 'Lemmy'], 'handicaps before this game': [7.5, 8.0, 5.75, 0.25], 'team selection': 'random'}
888,{'tyres': ['Slim', 'Button', 'Metal', 'Wooden'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Bowser Kite', 'Gold Glider', 'Paper Glider', 'Parafoil'], 'vehicles': ['Tri-Speeder', 'Gold Standard', 'Cat Cruiser', 'Buggybud'], 'players': ['Will', 'Oliver', 'Andy', 'Uma'], 'characters': ['Tanooki Mario', 'Toad', 'Baby Daisy', 'Isabelle'], 'handicaps before this game': [3.25, 9.5, 9.75, 10.75], 'team selection': 'random'}
889,{'tyres': ['Cushion', 'TriForce Tyres', 'Normal Tyres', 'Sponge'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Parachute', 'Hylian Kite', 'Flower Glider', 'Cloud Glider'], 'vehicles': ['Landship', 'Cat Cruiser', 'P-Wing', 'Mr. Scooty'], 'players': ['Gordon', 'Ian', 'Andy', 'Uma'], 'characters': ['Lemmy', 'Baby Mario', 'Iggy', 'Peach'], 'handicaps before this game': [0.0, 10.75, 10.0, 11.0], 'team selection': 'random'}
890,{'tyres': ['Sponge', 'Funky Monster', 'Azure Roller', 'GLA Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Parafoil', 'Peach Parasol', 'Parachute', 'Paper Glider'], 'vehicles': ['Teddy Buggy', 'Steel Driver', 'Gold Standard', 'Tri-Speeder'], 'players': ['Uma', 'Ian', 'Andy', 'Computer'], 'characters': ['Waluigi', 'Donkey Kong', 'Donkey Kong', 'Luigi'], 'handicaps before this game': [11.25, 10.5, 9.75, 0.0], 'team selection': 'random'}
891,{'tyres': ['Gold Tyres', 'Button', 'Slim', 'Cyber Slick'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Wario Wing', 'Super Glider', 'Parachute', 'Gold Glider'], 'vehicles': ['Standard Bike', 'Circuit Special', 'Circuit Special', 'Mr. Scooty'], 'players': ['Andy', 'Uma', 'Rob', 'Computer'], 'characters': ['Daisy', 'Morton', 'Shy Guy', 'Pink Gold Peach'], 'handicaps before this game': [9.75, 10.75, 8.0, 0.0], 'team selection': 'random'}
892,{'tyres': ['Monster', 'Roller', 'Sponge', 'GLA Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Parafoil', 'Peach Parasol', 'Gold Glider', 'Plane Glider'], 'vehicles': ['Yoshi Bike', 'Comet', 'Blue Falcon', 'Mercedes 300 SL Roadster'], 'players': ['Sid', 'Ian', 'Andy', 'Thomas'], 'characters': ['Link', 'Lakitu', 'Donkey Kong', 'Daisy'], 'handicaps before this game': [6.25, 10.25, 10.25, 5.5], 'team selection': 'random'}
893,{'tyres': ['Roller', 'Normal Tyres', 'Normal Blue', 'GLA Tyres'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Wario Wing', 'Waddle Wing', 'Plane Glider', 'Paper Glider'], 'vehicles': ['The Duke', 'Cat Cruiser', 'Master Cycle', 'P-Wing'], 'players': ['Will', 'Johan', 'Guy', 'Luca'], 'characters': ['Lemmy', 'Rosalina', 'Wendy', 'Wendy'], 'handicaps before this game': [3.0, 8.25, 5.5, 0.25], 'team selection': 'random'}
894,{'tyres': ['Gold Tyres', 'Slim', 'Crimson Slim', 'Offroad'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Cloud Glider', 'Plane Glider', 'Parachute', 'Hylian Kite'], 'vehicles': ['Jet Bike', 'Yoshi Bike', 'Yoshi Bike', 'Yoshi Bike'], 'players': ['Sid', 'Rob', 'Ian', 'Andy'], 'characters': ['Wendy', 'Villager (female)', 'Roy', 'Rosalina'], 'handicaps before this game': [6.5, 8.5, 10.5, 10.0], 'team selection': 'random'}
895,{'tyres': ['Monster', 'Roller', 'Normal Blue', 'Offroad'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Bowser Kite', 'Hylian Kite', 'Wario Wing', 'Flower Glider'], 'vehicles': ['Mr. Scooty', 'Blue Falcon', 'Prancer', 'Streetle'], 'players': ['Arvinda', 'Eirik', 'Thomas', 'Martha'], 'characters': ['Baby Luigi', 'Dry Bowser', 'Rosalina', 'Isabelle'], 'handicaps before this game': [2.75, 7.75, 5.25, 0.0], 'team selection': 'random'}
896,{'tyres': ['TriForce Tyres', 'Slick', 'Cushion', 'Normal Blue'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Parachute', 'Parafoil', 'Plane Glider', 'Gold Glider'], 'vehicles': ['Jet Bike', 'Pipe Frame', 'Pipe Frame', 'Steel Driver'], 'players': ['Andy', 'Robh', 'Tomg', 'Ian'], 'characters': ['Ludwig', 'Baby Rosalina', 'Ludwig', 'Wendy'], 'handicaps before this game': [10.25, 0.0, 3.75, 10.25], 'team selection': 'random'}
897,{'tyres': ['Cyber Slick', 'Gold Tyres', 'Funky Monster', 'Roller'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Bowser Kite', 'Hylian Kite', 'Waddle Wing', 'MKTV Parafoil'], 'vehicles': ['B Dasher', 'Sport Bike', 'Cat Cruiser', 'Steel Driver'], 'players': ['Sid', 'Ian', 'Andy', 'Computer'], 'characters': ['Morton', 'Daisy', 'Toadette', 'Yoshi'], 'handicaps before this game': [6.75, 10.0, 10.5, 0.0], 'team selection': 'random'}
898,{'tyres': ['Crimson Slim', 'Slim', 'Normal Tyres', 'Normal Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Waddle Wing', 'Parafoil', 'Gold Glider', 'Hylian Kite'], 'vehicles': ['Jet Bike', 'The Duke', 'P-Wing', 'P-Wing'], 'players': ['Arvinda', 'Ian', 'Martha', 'Sid'], 'characters': ['Larry', 'Pink Gold Peach', 'Lemmy', 'Wendy'], 'handicaps before this game': [2.75, 10.5, 0.0, 6.75], 'team selection': 'random'}
899,{'tyres': ['Funky Monster', 'Sponge', 'Slick', 'Roller'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Paper Glider', 'Plane Glider', 'Waddle Wing', 'MKTV Parafoil'], 'vehicles': ['Mercedes W 25 Silver Arrow', 'Prancer', 'Prancer', 'Teddy Buggy'], 'players': ['Uma', 'Andy', 'Rob', 'Computer'], 'characters': ['Metal Mario', 'Villager (female)', 'Peach', 'Isabelle'], 'handicaps before this game': [11.0, 11.0, 8.5, 0.0], 'team selection': 'random'}
900,{'tyres': ['Retro Off-road', 'Azure Roller', 'Retro Off-road', 'Funky Monster'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Waddle Wing', 'Peach Parasol', 'Parafoil', 'Peach Parasol'], 'vehicles': ['Mercedes W 25 Silver Arrow', 'Landship', 'Bounder', 'Bounder'], 'players': ['Ian', 'Sid', 'Oliver', 'Johan'], 'characters': ['Mario', 'Bowser', 'Waluigi', 'Metal Mario'], 'handicaps before this game': [10.5, 6.75, 9.25, 8.5], 'team selection': 'random'}
901,{'tyres': ['Retro Off-road', 'Monster', 'Sponge', 'TriForce Tyres'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Super Glider', 'Plane Glider', 'Wario Wing', 'Peach Parasol'], 'vehicles': ['Gold Standard', 'Yoshi Bike', 'Bounder', 'Standard Quad'], 'players': ['Sid', 'Ian', 'Thomas', 'Computer'], 'characters': ['Cat Peach', 'Donkey Kong', 'Lakitu', 'Lemmy'], 'handicaps before this game': [6.5, 10.75, 5.5, 0.0], 'team selection': 'random'}
902,{'tyres': ['Offroad', 'Offroad', 'GLA Tyres', 'Azure Roller'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Plane Glider', 'Flower Glider', 'Peach Parasol', 'Parachute'], 'vehicles': ['Varmint', 'Standard Kart', 'Yoshi Bike', 'Circuit Special'], 'players': ['Martha', 'Arvinda', 'Ian', 'Thomas'], 'characters': ['Baby Peach', 'Roy', 'Baby Daisy', 'Donkey Kong'], 'handicaps before this game': [-0.5, 2.25, 10.75, 5.5], 'team selection': 'random'}
903,{'tyres': ['Retro Off-road', 'Crimson Slim', 'Retro Off-road', 'Funky Monster'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Gold Glider', 'Plane Glider', 'Flower Glider', 'Parachute'], 'vehicles': ['Mercedes W 25 Silver Arrow', 'Buggybud', 'Tanooki Kart', 'Master Cycle'], 'players': ['Oliver', 'Ian', 'Sid', 'Andy'], 'characters': ['Baby Daisy', 'Baby Daisy', 'Tanooki Mario', 'Villager (female)'], 'handicaps before this game': [9.5, 10.5, 6.5, 11.0], 'team selection': 'random'}
904,{'tyres': ['TriForce Tyres', 'Cyber Slick', 'Slick', 'Crimson Slim'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Plane Glider', 'Cloud Glider', 'Gold Glider', 'Parachute'], 'vehicles': ['Standard Kart', 'Teddy Buggy', 'Teddy Buggy', 'Cat Cruiser'], 'players': ['Andy', 'Sid', 'Ian', 'Computer'], 'characters': ['Rosalina', 'Tanooki Mario', 'Wendy', 'Isabelle'], 'handicaps before this game': [11.0, 6.5, 10.5, 0.0], 'team selection': 'random'}
905,{'tyres': ['Cushion', 'Cushion', 'Azure Roller', 'Leaf Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Bowser Kite', 'Cloud Glider', 'Peach Parasol', 'Bowser Kite'], 'vehicles': ['Mercedes W 25 Silver Arrow', 'Steel Driver', 'Gold Standard', 'Gold Standard'], 'players': ['Rob', 'Oliver', 'Guy', 'Johan'], 'characters': ['Baby Rosalina', 'Isabelle', 'Rosalina', 'Isabelle'], 'handicaps before this game': [8.25, 9.75, 6.0, 8.5], 'team selection': 'random'}
906,{'tyres': ['Metal', 'Cushion', 'Cyber Slick', 'GLA Tyres'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Peach Parasol', 'Parafoil', 'Parafoil', 'Peach Parasol'], 'vehicles': ['Badwagon', 'Blue Falcon', 'Sports Coupe', 'B Dasher'], 'players': ['Ian', 'Andy', 'Rob', 'Sid'], 'characters': ['Villager (female)', 'Shy Guy', 'Ludwig', 'Villager (male)'], 'handicaps before this game': [10.5, 11.5, 8.5, 7.0], 'team selection': 'random'}
907,{'tyres': ['Normal Blue', 'Metal', 'Normal Blue', 'Monster'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Gold Glider', 'Parachute', 'Bowser Kite', 'Wario Wing'], 'vehicles': ['B Dasher', 'Bounder', 'Comet', 'Mercedes 300 SL Roadster'], 'players': ['Arvinda', 'Oliver', 'Martha', 'Thomas'], 'characters': ['Roy', 'Villager (male)', 'Dry Bowser', 'Shy Guy'], 'handicaps before this game': [2.75, 9.5, 0.0, 5.5], 'team selection': 'random'}
908,{'tyres': ['Slim', 'Wooden', 'GLA Tyres', 'Leaf Tyres'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['MKTV Parafoil', 'Wario Wing', 'Cloud Glider', 'Flower Glider'], 'vehicles': ['Gold Standard', 'Mercedes W 25 Silver Arrow', 'Landship', 'Streetle'], 'players': ['Thomas', 'Ian', 'Andy', 'Computer'], 'characters': ['Yoshi', 'Wendy', 'Link', 'Larry'], 'handicaps before this game': [5.5, 10.5, 11.5, 0.0], 'team selection': 'random'}
909,{'tyres': ['Azure Roller', 'Monster', 'Cushion', 'Cyber Slick'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parafoil', 'Parachute', 'Parafoil', 'Hylian Kite'], 'vehicles': ['Flame Rider', 'Badwagon', 'Mercedes GLA', 'Standard Quad'], 'players': ['Will', 'Guy', 'Mark', 'Johan'], 'characters': ['Pink Gold Peach', 'Wendy', 'Donkey Kong', 'Wendy'], 'handicaps before this game': [2.75, 6.0, 0.5, 8.0], 'team selection': 'random'}
910,{'tyres': ['Roller', 'Funky Monster', 'Wooden', 'Slim'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Paper Glider', 'Super Glider', 'Cloud Glider', 'Gold Glider'], 'vehicles': ['Circuit Special', 'Badwagon', 'Wild Wiggler', 'Tri-Speeder'], 'players': ['Arvinda', 'Martha', 'Thomas', 'Ian'], 'characters': ['Luigi', 'Shy Guy', 'Wario', 'Ludwig'], 'handicaps before this game': [2.5, -0.25, 5.5, 10.0], 'team selection': 'random'}
911,{'tyres': ['Slick', 'Monster', 'Metal', 'Slim'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Waddle Wing', 'Cloud Glider', 'Plane Glider', 'Gold Glider'], 'vehicles': ['Mercedes 300 SL Roadster', 'Bounder', 'Master Cycle', 'Jet Bike'], 'players': ['Andy', 'Rob', 'Ian', 'Tomg'], 'characters': ['Shy Guy', 'Daisy', 'Isabelle', 'Luigi'], 'handicaps before this game': [11.0, 8.25, 9.75, 3.5], 'team selection': 'random'}
912,{'tyres': ['Crimson Slim', 'Crimson Slim', 'Roller', 'GLA Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Parafoil', 'Wario Wing', 'Plane Glider', 'MKTV Parafoil'], 'vehicles': ['Flame Rider', 'B Dasher', 'Buggybud', 'Pipe Frame'], 'players': ['Andy', 'Sid', 'Ian', 'Computer'], 'characters': ['Metal Mario', 'Shy Guy', 'Mario', 'Link'], 'handicaps before this game': [11.0, 6.75, 9.75, 0.0], 'team selection': 'random'}
913,{'tyres': ['Metal', 'Cyber Slick', 'Normal Tyres', 'Gold Tyres'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Peach Parasol', 'Super Glider', 'Waddle Wing', 'Parafoil'], 'vehicles': ['Steel Driver', 'Standard Kart', 'Master Cycle', 'Master Cycle'], 'players': ['Eirik', 'Johan', 'Guy', 'Mate'], 'characters': ['Baby Rosalina', 'Iggy', 'Rosalina', 'Wario'], 'handicaps before this game': [7.75, 8.0, 6.0, 0.5], 'team selection': 'random'}
914,{'tyres': ['Leaf Tyres', 'Sponge', 'Slick', 'Slim'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Wario Wing', 'Flower Glider', 'Cloud Glider', 'Wario Wing'], 'vehicles': ['Sports Coupe', 'Gold Standard', 'City Tripper', 'B Dasher'], 'players': ['Arvinda', 'Joe', 'Thomas', 'Martha'], 'characters': ['Cat Peach', 'Morton', 'Baby Peach', 'Shy Guy'], 'handicaps before this game': [2.5, 6.5, 5.5, -0.75], 'team selection': 'random'}
915,{'tyres': ['Slim', 'Slick', 'TriForce Tyres', 'Funky Monster'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Wario Wing', 'Waddle Wing', 'Super Glider', 'Gold Glider'], 'vehicles': ['Bounder', 'Cat Cruiser', 'Badwagon', 'Sports Coupe'], 'players': ['Andy', 'Ian', 'Rob', 'Sid'], 'characters': ['Lemmy', 'Baby Daisy', 'Wario', 'Daisy'], 'handicaps before this game': [10.5, 9.75, 8.0, 6.25], 'team selection': 'random'}
916,{'tyres': ['Button', 'Slick', 'Monster', 'Cushion'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Cloud Glider', 'Paper Glider', 'Peach Parasol', 'Gold Glider'], 'vehicles': ['Bone Rattler', 'Comet', 'Mercedes 300 SL Roadster', 'Sport Bike'], 'players': ['Ben', 'Guy', 'Simon', 'Oliver'], 'characters': ['Villager (male)', 'Baby Peach', 'Peach', 'Link'], 'handicaps before this game': [-0.25, 6.25, 3.25, 9.0], 'team selection': 'random'}
917,{'tyres': ['Normal Blue', 'Monster', 'Metal', 'Button'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Flower Glider', 'Bowser Kite', 'Plane Glider', 'Parachute'], 'vehicles': ['Mr. Scooty', 'Gold Standard', 'Steel Driver', 'Landship'], 'players': ['Oliver', 'Thomas', 'Andy', 'Sid'], 'characters': ['Baby Rosalina', 'Ludwig', 'Dry Bowser', 'Lakitu'], 'handicaps before this game': [9.25, 5.75, 10.25, 6.5], 'team selection': 'random'}
918,{'tyres': ['Crimson Slim', 'Leaf Tyres', 'Sponge', 'Offroad'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Waddle Wing', 'Peach Parasol', 'Plane Glider', 'Hylian Kite'], 'vehicles': ['Mercedes W 25 Silver Arrow', 'Bounder', 'Flame Rider', 'Yoshi Bike'], 'players': ['Arvinda', 'Joe', 'Johan', 'Martha'], 'characters': ['Lakitu', 'Pink Gold Peach', 'Isabelle', 'Yoshi'], 'handicaps before this game': [2.75, 6.25, 7.75, -1.0], 'team selection': 'random'}
919,{'tyres': ['TriForce Tyres', 'Slim', 'Button', 'Sponge'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Plane Glider', 'Plane Glider', 'Peach Parasol', 'Parafoil'], 'vehicles': ['Gold Standard', 'Badwagon', 'Sports Coupe', 'Standard Bike'], 'players': ['Sid', 'Andy', 'Rob', 'Oliver'], 'characters': ['Lakitu', 'Link', 'Isabelle', 'Isabelle'], 'handicaps before this game': [6.25, 10.5, 8.25, 9.5], 'team selection': 'random'}
920,{'tyres': ['Leaf Tyres', 'Roller', 'Slim', 'Funky Monster'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Parachute', 'Super Glider', 'Parafoil', 'Parafoil'], 'vehicles': ['Blue Falcon', 'The Duke', 'The Duke', 'Yoshi Bike'], 'players': ['Andy', 'Ian', 'Sid', 'Computer'], 'characters': ['Yoshi', 'Wendy', 'Bowser', 'Larry'], 'handicaps before this game': [10.25, 9.5, 6.5, 0.0], 'team selection': 'random'}
921,{'tyres': ['Cushion', 'TriForce Tyres', 'Cushion', 'Normal Tyres'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Super Glider', 'Plane Glider', 'Hylian Kite', 'Super Glider'], 'vehicles': ['Bounder', 'Wild Wiggler', 'Streetle', 'Teddy Buggy'], 'players': ['Ben', 'Guy', 'Uma', 'Eirik'], 'characters': ['Link', 'Roy', 'Mario', 'Toadette'], 'handicaps before this game': [-0.25, 5.75, 10.0, 7.25], 'team selection': 'random'}
922,{'tyres': ['Azure Roller', 'Monster', 'Monster', 'Funky Monster'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Hylian Kite', 'Wario Wing', 'Parafoil', 'Wario Wing'], 'vehicles': ['Flame Rider', 'Varmint', 'Mach 8', 'Badwagon'], 'players': ['Andy', 'Sid', 'Ian', 'Rob'], 'characters': ['Cat Peach', 'Baby Luigi', 'Larry', 'Toadette'], 'handicaps before this game': [10.25, 6.0, 9.0, 7.75], 'team selection': 'random'}
923,{'tyres': ['Azure Roller', 'Metal', 'Button', 'TriForce Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Peach Parasol', 'Parachute', 'Parachute', 'Waddle Wing'], 'vehicles': ['Buggybud', 'Gold Standard', 'P-Wing', 'Sport Bike'], 'players': ['Arvinda', 'Oliver', 'Martha', 'Thomas'], 'characters': ['Baby Luigi', 'Cat Peach', 'Pink Gold Peach', 'Bowser'], 'handicaps before this game': [2.25, 9.5, -1.0, 5.25], 'team selection': 'random'}
924,{'tyres': ['Normal Blue', 'Sponge', 'Button', 'Offroad'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Plane Glider', 'Waddle Wing', 'Parafoil', 'Peach Parasol'], 'vehicles': ['Bounder', 'Mach 8', 'Landship', 'Mercedes W 25 Silver Arrow'], 'players': ['Thomas', 'Ian', 'Sid', 'Computer'], 'characters': ['Koopa Troopa', 'Baby Daisy', 'Villager (female)', 'Baby Peach'], 'handicaps before this game': [5.5, 8.75, 6.25, 0.0], 'team selection': 'random'}
925,{'tyres': ['Funky Monster', 'Normal Blue', 'Leaf Tyres', 'TriForce Tyres'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Parachute', 'Hylian Kite', 'Gold Glider', 'Wario Wing'], 'vehicles': ['Master Cycle', 'Standard Bike', 'Sport Bike', 'Cat Cruiser'], 'players': ['Oliver', 'Tomg', 'Ben', 'Uma'], 'characters': ['Baby Daisy', 'Bowser', 'Isabelle', 'Koopa Troopa'], 'handicaps before this game': [9.5, 2.75, -0.25, 9.5], 'team selection': 'random'}
926,{'tyres': ['Metal', 'GLA Tyres', 'Crimson Slim', 'Retro Off-road'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Gold Glider', 'Bowser Kite', 'Waddle Wing', 'MKTV Parafoil'], 'vehicles': ['Mercedes GLA', 'Sports Coupe', 'The Duke', 'Wild Wiggler'], 'players': ['Guy', 'Ian', 'Sid', 'Gordon'], 'characters': ['Mario', 'Baby Peach', 'Wario', 'Donkey Kong'], 'handicaps before this game': [5.75, 8.25, 6.25, -0.5], 'team selection': 'random'}
927,{'tyres': ['GLA Tyres', 'Roller', 'Sponge', 'TriForce Tyres'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Bowser Kite', 'Hylian Kite', 'Gold Glider', 'Waddle Wing'], 'vehicles': ['Streetle', 'Standard Kart', 'Bone Rattler', 'Sport Bike'], 'players': ['Oliver', 'Thomas', 'Ian', 'Arvinda'], 'characters': ['Rosalina', 'Yoshi', 'Rosalina', 'Shy Guy'], 'handicaps before this game': [9.25, 5.0, 8.5, 1.75], 'team selection': 'random'}
928,{'tyres': ['Wooden', 'Leaf Tyres', 'Azure Roller', 'Leaf Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Cloud Glider', 'Plane Glider', 'Gold Glider', 'Waddle Wing'], 'vehicles': ['Mr. Scooty', 'Mach 8', 'Blue Falcon', 'Comet'], 'players': ['Andy', 'Ian', 'Sid', 'Computer'], 'characters': ['Waluigi', 'Baby Luigi', 'Luigi', 'Baby Peach'], 'handicaps before this game': [10.25, 8.25, 6.0, 0.0], 'team selection': 'random'}
